"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"559","24/01/2021",7,0.46,1,21,32,54,15
"560","24/01/2021",8,0.78,2,51,38,89,3
"561","24/01/2021",9,0.91,2,51,44,95,4
"562","24/01/2021",10,0.96,3,37,48,86,14
"563","24/01/2021",11,0.65,3,12,41,52,36
"564","24/01/2021",12,0.57,3,7,34,40,52
"565","24/01/2021",13,0.5,3,4,28,31,62
"566","24/01/2021",14,0.34,2,2,19,21,65
"567","24/01/2021",15,0.42,2,2,23,25,74
"568","24/01/2021",16,0.48,2,2,24,26,79
"569","24/01/2021",17,0.3,2,2,16,18,65
"570","24/01/2021",18,0.23,1,2,18,19,46
"571","24/01/2021",19,0.5,1,5,32,37,21
"572","24/01/2021",20,0.4,1,4,30,34,24
"573","24/01/2021",21,0.14,1,1,14,15,41
"574","24/01/2021",22,0.48,1,5,33,38,21
"575","24/01/2021",23,0.88,1,16,49,66,10
"576","24/01/2021",24,0.68,2,25,46,71,8
"577","25/01/2021",1,0.51,1,7,42,50,7
"578","25/01/2021",2,0.58,1,8,41,49,3
"579","25/01/2021",3,0.33,1,4,28,33,12
"580","25/01/2021",4,0.24,1,10,25,36,12
"581","25/01/2021",5,0.3,1,18,34,53,2
"582","25/01/2021",6,0.85,2,105,43,147,1
"583","25/01/2021",7,0.83,3,121,42,163,1
"584","25/01/2021",8,1.33,4,171,42,213,0
"585","25/01/2021",9,1.46,4,130,48,178,2
"586","25/01/2021",10,0.92,2,49,49,97,12
"587","25/01/2021",11,0.65,1,19,39,58,29
"588","25/01/2021",12,0.64,1,13,40,53,45
"589","25/01/2021",13,0.44,1,7,28,35,55
"590","25/01/2021",14,0.39,1,5,27,32,66
"592","25/01/2021",16,0.08,1,1,8,9,52
"593","25/01/2021",17,0.09,1,1,9,11,52
"594","25/01/2021",18,0.11,1,1,11,13,46
"595","25/01/2021",19,0.14,1,1,14,15,37
"596","25/01/2021",20,0.18,1,2,16,18,31
"597","25/01/2021",21,0.18,1,2,17,19,27
"598","25/01/2021",22,0.33,1,7,31,38,12
"599","25/01/2021",23,0.57,2,33,40,73,4
"604","26/01/2021",4,0.34,2,37,33,70,1
"605","26/01/2021",5,0.5,2,76,34,110,0
"606","26/01/2021",6,0.6,3,96,33,129,1
"607","26/01/2021",7,0.65,2,44,36,80,1
"608","26/01/2021",8,1.59,5,205,38,243,1
"609","26/01/2021",9,0.91,2,53,39,92,5
"610","26/01/2021",10,0.86,2,35,40,75,13
"611","26/01/2021",11,0.67,2,17,36,53,29
"612","26/01/2021",12,0.6,1,8,30,38,48
"613","26/01/2021",13,0.56,1,5,28,32,69
"614","26/01/2021",14,0.54,1,3,25,28,90
"615","26/01/2021",15,0.46,1,1,18,20,94
"616","26/01/2021",16,0.37,1,1,16,17,81
"617","26/01/2021",17,0.33,1,2,19,20,49
"618","26/01/2021",18,0.18,1,2,13,15,35
"619","26/01/2021",19,0.29,1,2,23,24,32
"620","26/01/2021",20,0.5,1,8,33,40,23
"621","26/01/2021",21,0.44,1,6,33,39,23
"622","26/01/2021",22,0.46,3,2,25,27,27
"623","26/01/2021",23,0.32,1,1,19,20,28
"624","26/01/2021",24,0.32,1,5,25,30,23
"625","27/01/2021",1,0.27,2,4,28,32,23
"626","27/01/2021",2,0.31,2,10,37,48,13
"627","27/01/2021",3,0.35,2,2,32,34,13
"628","27/01/2021",4,0.4,2,56,36,93,8
"629","27/01/2021",5,0.65,2,65,45,110,1
"630","27/01/2021",6,1.93,2,66,54,120,1
"631","27/01/2021",7,1.59,4,193,48,242,1
"632","27/01/2021",8,1.42,5,178,46,224,1
"633","27/01/2021",9,1.31,4,98,50,148,3
"643","27/01/2021",19,0.27,1,3,17,20,34
"644","27/01/2021",20,0.3,1,3,22,25,26
"645","27/01/2021",21,0.23,1,2,19,22,22
"646","27/01/2021",22,0.21,2,3,20,23,18
"647","27/01/2021",23,0.13,1,3,15,18,17
"648","27/01/2021",24,0.09,1,4,16,20,17
"649","28/01/2021",1,0.1,1,3,15,17,18
"650","28/01/2021",2,0.05,1,3,14,17,19
"651","28/01/2021",3,0.03,1,2,11,13,22
"652","28/01/2021",4,0.01,1,2,9,11,24
"653","28/01/2021",5,0.04,1,5,12,17,22
"654","28/01/2021",6,0.08,1,6,16,22,18
"655","28/01/2021",7,0.09,1,7,18,25,18
"656","28/01/2021",8,0.14,1,7,21,28,16
"657","28/01/2021",9,0.06,2,6,15,21,25
"658","28/01/2021",10,0.07,1,8,15,23,29
"659","28/01/2021",11,0.09,1,9,16,25,32
"660","28/01/2021",12,0.1,1,8,17,24,39
"661","28/01/2021",13,0.26,2,4,15,20,51
"662","28/01/2021",14,0.26,2,3,15,18,57
"663","28/01/2021",15,0.31,2,3,16,19,60
"664","28/01/2021",16,0.36,2,3,20,23,62
"665","28/01/2021",17,0.38,2,3,22,25,62
"666","28/01/2021",18,0.42,2,4,30,35,40
"667","28/01/2021",19,0.39,3,4,28,32,23
"668","28/01/2021",20,0.35,22,3,21,24,25
"669","28/01/2021",21,0.3,27,3,19,21,24
"670","28/01/2021",22,0.29,22,3,18,21,21
"671","28/01/2021",23,0.35,31,6,26,32,13
"672","28/01/2021",24,0.28,27,6,21,26,16
"673","29/01/2021",1,0.25,18,4,19,23,16
"674","29/01/2021",2,0.23,18,5,19,24,16
"675","29/01/2021",3,0.21,14,7,19,26,14
"676","29/01/2021",4,0.23,10,11,20,31,12
"677","29/01/2021",5,0.31,9,12,20,33,10
"678","29/01/2021",6,0.39,8,10,23,33,9
"679","29/01/2021",7,0.6,5,44,29,72,3
"680","29/01/2021",8,0.67,5,53,28,80,1
"681","29/01/2021",9,0.6,12,31,25,56,5
"682","29/01/2021",10,0.68,17,28,29,57,11
"683","29/01/2021",11,1.05,14,43,50,93,16
"684","29/01/2021",12,0.92,12,23,50,73,32
"685","29/01/2021",13,0.79,8,9,39,48,56
"686","29/01/2021",14,0.62,6,4,29,34,70
"687","29/01/2021",15,0.61,5,2,26,29,90
"688","29/01/2021",16,0.7,5,1,28,29,110
"689","29/01/2021",17,0.58,4,1,25,25,101
"690","29/01/2021",18,0.43,2,2,25,27,55
"691","29/01/2021",19,0.72,2,4,46,50,32
"692","29/01/2021",20,0.84,2,11,46,58,23
"693","29/01/2021",21,0.56,2,2,39,41,30
"694","29/01/2021",22,0.55,6,2,35,37,30
"695","29/01/2021",23,0.34,6,2,27,28,34
"696","29/01/2021",24,0.26,3,2,25,27,34
"697","30/01/2021",1,0.18,2,1,16,17,40
"698","30/01/2021",2,0.34,2,7,33,41,20
"699","30/01/2021",3,0.3,2,11,39,50,11
"700","30/01/2021",4,0.56,5,61,48,109,1
"701","30/01/2021",5,0.61,6,42,42,84,3
"702","30/01/2021",6,0.83,8,75,46,121,1
"703","30/01/2021",7,0.76,11,58,43,101,2
"704","30/01/2021",8,0.62,7,44,40,84,3
"705","30/01/2021",9,0.85,10,50,42,92,6
"706","30/01/2021",10,0.98,16,46,48,94,11
"707","30/01/2021",11,1,12,31,53,84,24
"708","30/01/2021",12,0.44,8,8,28,36,49
"709","30/01/2021",13,0.32,4,3,17,20,67
"710","30/01/2021",14,0.34,4,2,17,19,81
"711","30/01/2021",15,0.31,3,1,17,18,86
"712","30/01/2021",16,0.28,2,1,15,16,85
"713","30/01/2021",17,0.28,2,0,14,14,87
"714","30/01/2021",18,0.37,2,0,18,18,80
"715","30/01/2021",19,0.7,5,8,53,60,39
"716","30/01/2021",20,0.99,8,22,66,88,17
"717","30/01/2021",21,0.77,7,4,49,54,27
"718","30/01/2021",22,1.24,4,8,68,76,9
"719","30/01/2021",23,1.37,4,23,69,92,2
"720","30/01/2021",24,0.53,9,1,32,33,33
"721","31/01/2021",1,0.35,18,0,27,27,34
"722","31/01/2021",2,0.32,19,1,25,26,31
"723","31/01/2021",3,0.25,13,1,23,24,31
"724","31/01/2021",4,0.18,8,0,12,12,39
"725","31/01/2021",5,0.17,6,0,12,12,39
"726","31/01/2021",6,0.27,5,3,30,32,21
"727","31/01/2021",7,0.65,4,23,45,67,4
"728","31/01/2021",8,1.31,5,85,47,131,1
"729","31/01/2021",9,1.15,8,50,48,99,6
"730","31/01/2021",10,0.87,10,26,46,72,22
"731","31/01/2021",11,0.33,12,4,20,24,54
"732","31/01/2021",12,0.28,6,3,16,19,59
"733","31/01/2021",13,0.36,7,3,21,24,69
"734","31/01/2021",14,0.22,4,1,10,11,67
"735","31/01/2021",15,0.18,3,1,10,10,67
"736","31/01/2021",16,0.18,1,1,9,10,57
"737","31/01/2021",17,0.2,1,1,10,11,52
"738","31/01/2021",18,0.22,1,1,11,13,45
"739","31/01/2021",19,0.26,1,3,16,18,32
"740","31/01/2021",20,0.26,1,2,17,19,29
"741","31/01/2021",21,0.2,2,2,16,18,26
"742","31/01/2021",22,0.14,2,1,11,12,30
"743","31/01/2021",23,0.13,1,0,10,10,32
"748","01/02/2021",4,0.08,3,0,9,9,32
"749","01/02/2021",5,0.09,2,1,11,12,30
"750","01/02/2021",6,0.11,2,1,12,13,27
"751","01/02/2021",7,0.15,2,2,17,19,21
"752","01/02/2021",8,0.2,2,2,16,17,19
"753","01/02/2021",9,0.23,3,3,14,17,21
"754","01/02/2021",10,0.2,3,5,12,17,24
"755","01/02/2021",11,0.26,2,7,16,23,19
"756","01/02/2021",12,0.27,2,5,12,17,28
"757","01/02/2021",13,0.33,2,3,11,14,35
"758","01/02/2021",14,0.21,1,3,9,12,40
"759","01/02/2021",15,0.22,1,2,9,11,50
"760","01/02/2021",16,0.26,2,2,12,14,59
"761","01/02/2021",17,0.27,4,1,13,15,65
"762","01/02/2021",18,0.27,4,1,18,19,59
"763","01/02/2021",19,0.33,5,2,26,28,36
"764","01/02/2021",20,0.33,11,2,27,29,25
"765","01/02/2021",21,0.27,37,2,24,26,26
"766","01/02/2021",22,0.24,43,1,22,23,22
"767","01/02/2021",23,0.24,40,2,25,27,16
"768","01/02/2021",24,0.19,35,3,21,24,17
"769","02/02/2021",1,0.23,25,4,23,27,15
"770","02/02/2021",2,0.24,16,3,23,26,13
"771","02/02/2021",3,0.2,10,2,17,18,16
"772","02/02/2021",4,0.22,9,8,23,31,7
"773","02/02/2021",5,0.22,9,9,25,34,5
"774","02/02/2021",6,0.29,9,12,24,36,4
"775","02/02/2021",7,0.47,8,28,27,55,2
"776","02/02/2021",8,0.82,9,75,29,104,0
"777","02/02/2021",9,0.81,29,54,31,85,4
"778","02/02/2021",10,1.09,23,64,44,108,8
"779","02/02/2021",11,1.3,16,68,60,128,12
"780","02/02/2021",12,0.8,13,28,49,77,29
"781","02/02/2021",13,0.56,10,17,37,55,34
"782","02/02/2021",14,0.34,4,8,20,28,42
"783","02/02/2021",15,0.27,2,6,17,22,44
"784","02/02/2021",16,0.27,2,6,18,23,44
"785","02/02/2021",17,0.28,2,5,18,23,43
"786","02/02/2021",18,0.31,30,5,28,33,41
"787","02/02/2021",19,0.33,13,5,27,33,25
"788","02/02/2021",20,0.45,8,6,34,40,14
"789","02/02/2021",21,0.51,24,12,41,53,11
"790","02/02/2021",22,0.46,27,12,39,50,14
"791","02/02/2021",23,0.44,19,18,41,58,10
"792","02/02/2021",24,0.4,19,6,36,42,11
"793","03/02/2021",1,0.24,19,1,24,25,20
"794","03/02/2021",2,0.18,17,1,18,18,23
"795","03/02/2021",3,0.22,11,8,33,41,7
"796","03/02/2021",4,0.25,7,7,31,39,5
"797","03/02/2021",5,0.3,6,40,32,72,3
"798","03/02/2021",6,0.93,6,37,39,77,1
"799","03/02/2021",7,0.77,5,57,36,93,0
"800","03/02/2021",8,1.28,7,148,37,185,1
"801","03/02/2021",9,1.41,7,133,46,179,2
"802","03/02/2021",10,1.58,6,112,63,175,6
"803","03/02/2021",11,1.18,6,55,66,121,16
"804","03/02/2021",12,0.71,4,20,46,66,37
"805","03/02/2021",13,0.47,3,10,29,39,45
"806","03/02/2021",14,0.46,3,10,33,43,48
"807","03/02/2021",15,0.36,2,5,23,28,58
"808","03/02/2021",16,0.23,2,4,16,20,52
"809","03/02/2021",17,0.19,2,4,15,19,46
"810","03/02/2021",18,0.24,6,5,24,30,40
"811","03/02/2021",19,0.38,7,8,38,46,21
"812","03/02/2021",20,0.65,6,11,45,56,11
"813","03/02/2021",21,0.59,16,3,35,38,19
"814","03/02/2021",22,0.42,14,3,34,36,17
"815","03/02/2021",23,0.36,11,6,32,38,15
"816","03/02/2021",24,0.7,8,50,39,90,6
"817","04/02/2021",1,0.99,6,67,43,110,1
"818","04/02/2021",2,0.66,5,75,39,114,1
"819","04/02/2021",3,0.27,2,15,30,46,4
"820","04/02/2021",4,0.37,2,34,34,68,2
"821","04/02/2021",5,0.71,4,112,39,151,1
"822","04/02/2021",6,0.71,4,129,40,169,0
"823","04/02/2021",7,1.31,5,185,43,227,1
"824","04/02/2021",8,1.41,5,175,41,216,1
"825","04/02/2021",9,1.58,6,170,47,218,2
"826","04/02/2021",10,1.69,4,124,67,192,6
"827","04/02/2021",11,1.07,3,35,63,98,24
"828","04/02/2021",12,1.19,3,25,78,103,42
"829","04/02/2021",13,0.41,3,7,33,40,59
"830","04/02/2021",14,0.31,3,4,21,24,67
"831","04/02/2021",15,0.21,2,2,14,16,66
"832","04/02/2021",16,0.2,2,2,14,16,70
"833","04/02/2021",17,0.18,2,1,16,17,67
"834","04/02/2021",18,0.34,2,3,26,29,54
"835","04/02/2021",19,0.61,5,10,52,62,29
"836","04/02/2021",20,0.53,6,4,38,42,42
"837","04/02/2021",21,0.45,3,1,31,31,46
"838","04/02/2021",22,0.57,3,4,38,43,34
"839","04/02/2021",23,1.01,3,9,64,73,8
"840","04/02/2021",24,0.74,3,8,50,58,12
"841","05/02/2021",1,0.83,4,9,57,66,5
"842","05/02/2021",2,0.51,5,17,45,62,11
"843","05/02/2021",3,0.54,4,61,55,116,1
"844","05/02/2021",4,0.52,4,49,55,105,1
"845","05/02/2021",5,0.77,4,65,55,119,3
"846","05/02/2021",6,1.16,5,164,57,221,1
"847","05/02/2021",7,1.73,8,296,58,354,1
"848","05/02/2021",8,1.87,8,246,56,302,1
"849","05/02/2021",9,1.4,7,98,62,160,5
"850","05/02/2021",10,1.53,5,76,80,156,11
"851","05/02/2021",11,1.24,4,30,73,103,31
"852","05/02/2021",12,1.03,4,14,60,74,57
"853","05/02/2021",13,0.72,4,6,43,50,83
"854","05/02/2021",14,0.44,3,2,26,28,91
"855","05/02/2021",15,0.41,3,1,23,24,100
"856","05/02/2021",16,0.4,3,1,21,22,109
"857","05/02/2021",17,0.34,3,1,21,21,98
"858","05/02/2021",18,0.31,2,1,23,23,71
"859","05/02/2021",19,0.37,3,0,26,26,55
"860","05/02/2021",20,0.44,2,1,31,32,42
"861","05/02/2021",21,0.52,2,2,38,40,33
"862","05/02/2021",22,0.22,2,0,12,12,52
"863","05/02/2021",23,0.24,2,0,17,17,46
"864","05/02/2021",24,0.33,2,2,29,31,32
"865","06/02/2021",1,0.2,2,0,22,22,40
"866","06/02/2021",2,0.44,2,1,29,30,28
"867","06/02/2021",3,0.15,2,0,14,14,48
"868","06/02/2021",4,0.14,1,1,26,26,41
"869","06/02/2021",5,0.16,2,2,35,37,33
"870","06/02/2021",6,0.22,2,1,17,17,49
"871","06/02/2021",7,0.61,2,12,46,59,18
"872","06/02/2021",8,1.05,2,59,57,116,3
"873","06/02/2021",9,0.66,2,15,38,54,23
"874","06/02/2021",10,0.71,2,20,42,62,32
"875","06/02/2021",11,0.52,2,8,29,37,50
"876","06/02/2021",12,0.39,2,4,20,24,63
"877","06/02/2021",13,0.33,2,2,15,18,67
"878","06/02/2021",14,0.14,3,1,7,8,59
"879","06/02/2021",15,0.21,3,1,10,10,76
"880","06/02/2021",16,0.24,4,0,11,11,82
"881","06/02/2021",17,0.15,2,1,8,9,57
"882","06/02/2021",18,0.15,2,1,10,11,45
"883","06/02/2021",19,0.28,2,1,20,20,40
"884","06/02/2021",20,0.36,2,1,23,24,36
"885","06/02/2021",21,0.4,2,0,17,18,34
"886","06/02/2021",22,0.79,2,28,41,70,8
"887","06/02/2021",23,0.87,2,7,46,53,7
"892","07/02/2021",4,0.19,3,0,9,9,53
"893","07/02/2021",5,0.21,3,0,11,11,44
"894","07/02/2021",6,0.22,4,0,11,11,40
"895","07/02/2021",7,0.28,9,1,18,18,32
"896","07/02/2021",8,0.43,11,3,24,28,23
"897","07/02/2021",9,0.29,20,5,20,25,32
"898","07/02/2021",10,0.44,16,9,25,34,34
"899","07/02/2021",11,0.54,13,8,30,38,46
"900","07/02/2021",12,0.84,7,7,38,46,67
"901","07/02/2021",13,0.69,5,3,28,31,88
"902","07/02/2021",14,0.44,4,1,17,18,91
"903","07/02/2021",15,0.25,2,1,10,11,62
"904","07/02/2021",16,0.19,2,1,8,9,54
"905","07/02/2021",17,0.17,2,0,7,8,54
"906","07/02/2021",18,0.22,2,1,12,12,49
"907","07/02/2021",19,0.29,1,1,19,20,40
"908","07/02/2021",20,0.32,1,0,17,18,40
"909","07/02/2021",21,0.45,1,1,28,29,29
"910","07/02/2021",22,0.57,2,3,35,38,24
"911","07/02/2021",23,0.67,2,8,44,52,13
"912","07/02/2021",24,0.49,2,5,32,37,19
"913","08/02/2021",1,0.61,2,30,44,73,4
"914","08/02/2021",2,0.78,3,58,42,100,3
"915","08/02/2021",3,0.55,3,75,46,120,2
"916","08/02/2021",4,0.4,2,19,31,50,11
"917","08/02/2021",5,0.51,1,4,30,34,11
"918","08/02/2021",6,1.27,3,122,50,172,2
"919","08/02/2021",7,0.81,3,63,46,110,1
"920","08/02/2021",8,1.09,3,102,45,147,1
"921","08/02/2021",9,1.13,3,88,47,135,5
"922","08/02/2021",10,1.28,3,69,55,124,12
"923","08/02/2021",11,0.56,1,12,29,42,35
"924","08/02/2021",12,0.57,1,8,28,36,50
"925","08/02/2021",13,0.45,1,5,22,27,60
"926","08/02/2021",14,0.37,1,3,17,20,66
"927","08/02/2021",15,0.21,1,1,11,12,62
"928","08/02/2021",16,0.25,1,2,12,14,56
"929","08/02/2021",17,0.32,1,3,16,19,53
"930","08/02/2021",18,0.34,1,2,20,22,46
"931","08/02/2021",19,0.39,1,2,27,29,32
"932","08/02/2021",20,0.33,1,4,25,30,27
"933","08/02/2021",21,0.26,1,1,22,23,31
"934","08/02/2021",22,0.23,2,1,17,18,36
"935","08/02/2021",23,0.28,1,1,19,20,30
"936","08/02/2021",24,0.46,3,2,24,25,26
"937","09/02/2021",1,0.27,3,1,22,24,26
"938","09/02/2021",2,0.19,4,6,25,31,21
"939","09/02/2021",3,0.19,2,8,26,34,15
"940","09/02/2021",4,0.3,2,10,34,44,6
"941","09/02/2021",5,0.36,3,7,27,34,14
"942","09/02/2021",6,0.66,3,53,40,93,3
"943","09/02/2021",7,0.89,3,56,44,100,0
"944","09/02/2021",8,1.09,3,71,42,113,1
"945","09/02/2021",9,1.03,4,61,44,105,6
"946","09/02/2021",10,0.95,3,39,52,91,14
"947","09/02/2021",11,0.89,4,20,52,72,33
"948","09/02/2021",12,0.78,4,10,45,55,58
"949","09/02/2021",13,0.45,2,5,26,32,60
"950","09/02/2021",14,0.3,2,2,18,20,61
"951","09/02/2021",15,0.37,2,2,19,20,77
"952","09/02/2021",16,0.31,2,1,17,18,91
"953","09/02/2021",17,0.36,2,1,20,20,92
"954","09/02/2021",18,0.3,1,1,17,18,61
"955","09/02/2021",19,0.28,1,0,19,20,39
"956","09/02/2021",20,0.32,1,1,25,26,29
"957","09/02/2021",21,0.28,1,1,18,18,34
"958","09/02/2021",22,0.24,2,1,15,15,34
"959","09/02/2021",23,0.27,19,4,20,25,22
"960","09/02/2021",24,0.24,17,2,19,20,26
"961","10/02/2021",1,0.23,9,1,19,20,25
"962","10/02/2021",2,0.2,8,1,21,22,22
"963","10/02/2021",3,0.21,7,1,21,22,21
"964","10/02/2021",4,0.24,4,1,22,23,18
"965","10/02/2021",5,0.37,3,5,32,37,7
"966","10/02/2021",6,0.45,2,14,37,51,1
"967","10/02/2021",7,0.63,3,29,36,65,1
"968","10/02/2021",8,0.96,3,67,37,104,1
"969","10/02/2021",9,1.06,5,73,39,112,3
"970","10/02/2021",10,0.82,4,29,38,67,13
"971","10/02/2021",11,0.69,3,18,36,54,26
"972","10/02/2021",12,0.46,3,7,24,30,50
"973","10/02/2021",13,0.42,3,3,22,25,67
"974","10/02/2021",14,0.41,3,2,20,22,79
"975","10/02/2021",15,0.43,2,1,20,21,87
"976","10/02/2021",16,0.38,1,1,18,19,68
"977","10/02/2021",17,0.57,2,5,40,46,44
"978","10/02/2021",18,0.75,3,7,50,57,37
"979","10/02/2021",19,0.62,2,4,39,42,29
"980","10/02/2021",20,0.74,2,5,46,51,16
"981","10/02/2021",21,0.72,2,10,49,59,10
"982","10/02/2021",22,0.97,2,28,52,80,4
"983","10/02/2021",23,0.45,2,5,28,34,12
"984","10/02/2021",24,0.62,2,14,36,51,2
"985","11/02/2021",1,0.53,2,38,38,76,2
"986","11/02/2021",2,0.68,3,106,42,148,0
"987","11/02/2021",3,0.5,2,47,36,83,1
"988","11/02/2021",4,0.64,3,85,36,122,0
"989","11/02/2021",5,0.7,3,101,37,139,0
"990","11/02/2021",6,0.91,4,152,39,191,0
"991","11/02/2021",7,0.99,2,75,39,114,0
"992","11/02/2021",8,2.07,5,217,39,256,1
"993","11/02/2021",9,1.26,5,77,45,122,5
"994","11/02/2021",10,0.96,3,48,46,94,14
"995","11/02/2021",11,0.38,1,11,21,32,29
"996","11/02/2021",12,0.14,1,5,9,14,32
"997","11/02/2021",13,0.19,1,4,10,14,34
"998","11/02/2021",14,0.14,1,3,9,13,39
"999","11/02/2021",15,0.13,1,3,9,12,38
"1000","11/02/2021",16,0.16,1,4,11,14,33
"1001","11/02/2021",17,0.11,1,4,9,13,34
"1002","11/02/2021",18,0.16,1,3,11,14,31
"1003","11/02/2021",19,0.23,1,3,18,21,22
"1004","11/02/2021",20,0.31,1,4,22,26,18
"1005","11/02/2021",21,0.26,1,2,22,24,17
"1006","11/02/2021",22,0.41,1,5,29,34,9
"1007","11/02/2021",23,0.45,1,10,30,40,5
"1008","11/02/2021",24,0.48,2,39,33,72,1
"1009","12/02/2021",1,0.7,2,73,33,106,0
"1010","12/02/2021",2,0.27,2,23,27,49,3
"1011","12/02/2021",3,0.23,1,25,22,47,5
"1012","12/02/2021",4,0.16,1,15,23,38,4
"1013","12/02/2021",5,0.43,2,57,29,86,1
"1014","12/02/2021",6,0.6,2,78,31,108,1
"1015","12/02/2021",7,1.07,3,123,31,154,1
"1016","12/02/2021",8,1.47,4,173,32,205,1
"1017","12/02/2021",9,0.96,3,71,36,107,4
"1018","12/02/2021",10,0.66,3,40,34,74,12
"1019","12/02/2021",11,0.58,2,20,31,51,25
"1020","12/02/2021",12,0.35,1,7,17,23,38
"1021","12/02/2021",13,0.11,1,3,8,11,35
"1022","12/02/2021",14,0.08,1,3,6,8,32
"1023","12/02/2021",15,0.09,1,5,6,11,30
"1024","12/02/2021",16,0.12,1,4,7,11,28
"1025","12/02/2021",17,0.1,1,4,7,11,26
"1026","12/02/2021",18,0.1,1,2,7,9,26
"1027","12/02/2021",19,0.12,0,2,9,11,23
"1028","12/02/2021",20,0.16,1,2,12,14,17
"1029","12/02/2021",21,0.13,1,2,10,13,15
"1030","12/02/2021",22,0.17,1,4,15,19,11
"1031","12/02/2021",23,0.18,1,3,16,19,12
"1036","13/02/2021",4,0.05,1,5,13,18,14
"1037","13/02/2021",5,0.14,1,27,26,53,4
"1038","13/02/2021",6,0.26,1,32,26,58,4
"1039","13/02/2021",7,0.79,2,68,31,99,1
"1040","13/02/2021",8,0.56,2,45,28,73,2
"1041","13/02/2021",9,0.63,2,45,28,74,6
"1042","13/02/2021",10,0.64,2,37,30,67,14
"1043","13/02/2021",11,0.29,1,9,16,25,32
"1044","13/02/2021",12,0.25,1,7,13,20,37
"1045","13/02/2021",13,0.16,1,5,9,14,39
"1046","13/02/2021",14,0.13,1,2,6,8,44
"1047","13/02/2021",15,0.1,1,2,6,7,45
"1048","13/02/2021",16,0.13,1,2,7,8,43
"1049","13/02/2021",17,0.16,1,2,8,10,41
"1050","13/02/2021",18,0.15,1,2,10,12,38
"1051","13/02/2021",19,0.24,1,2,16,18,29
"1052","13/02/2021",20,0.47,1,7,23,30,19
"1053","13/02/2021",21,0.49,1,4,26,30,12
"1054","13/02/2021",22,0.45,1,3,23,27,13
"1055","13/02/2021",23,0.51,1,15,27,42,9
"1056","13/02/2021",24,0.46,1,8,28,36,9
"1057","14/02/2021",1,0.34,1,5,20,26,18
"1058","14/02/2021",2,0.32,1,6,26,32,11
"1059","14/02/2021",3,0.31,1,3,20,22,17
"1060","14/02/2021",4,0.36,1,2,21,23,13
"1061","14/02/2021",5,0.38,0,2,23,25,9
"1062","14/02/2021",6,0.4,0,4,24,28,8
"1063","14/02/2021",7,0.58,1,15,30,45,2
"1064","14/02/2021",8,0.5,1,10,26,37,8
"1065","14/02/2021",9,0.71,1,27,27,54,12
"1066","14/02/2021",10,0.51,1,12,20,32,25
"1067","14/02/2021",11,0.51,1,8,19,27,38
"1068","14/02/2021",12,0.55,1,5,20,25,53
"1069","14/02/2021",13,0.28,1,2,10,12,57
"1070","14/02/2021",14,0.16,1,1,5,5,53
"1071","14/02/2021",15,0.2,1,1,6,7,56
"1072","14/02/2021",16,0.18,1,1,6,6,51
"1073","14/02/2021",17,0.17,1,1,6,7,48
"1074","14/02/2021",18,0.24,1,1,10,11,44
"1075","14/02/2021",19,0.27,1,1,13,14,38
"1076","14/02/2021",20,0.46,1,2,25,27,27
"1077","14/02/2021",21,0.42,1,1,20,21,28
"1078","14/02/2021",22,0.65,1,9,33,43,13
"1079","14/02/2021",23,0.59,1,9,33,42,12
"1080","14/02/2021",24,0.34,1,3,23,26,22
"1081","15/02/2021",1,0.36,1,19,35,55,9
"1082","15/02/2021",2,0.35,1,4,28,32,15
"1083","15/02/2021",3,0.36,1,8,32,40,10
"1084","15/02/2021",4,0.28,1,6,24,30,16
"1085","15/02/2021",5,0.3,1,3,21,24,20
"1086","15/02/2021",6,0.69,1,21,36,57,9
"1087","15/02/2021",7,1.34,3,112,48,160,1
"1088","15/02/2021",8,1.14,4,151,43,193,1
"1089","15/02/2021",9,1.45,4,114,46,161,4
"1090","15/02/2021",10,0.66,2,27,35,62,21
"1096","15/02/2021",16,0.11,0,3,9,12,55
"1097","15/02/2021",17,0.09,0,3,9,12,50
"1098","15/02/2021",18,0.15,0,2,11,13,46
"1099","15/02/2021",19,0.25,0,2,18,20,40
"1100","15/02/2021",20,0.24,0,1,19,21,35
"1101","15/02/2021",21,0.31,0,4,27,30,24
"1102","15/02/2021",22,0.19,0,2,18,20,27
"1103","15/02/2021",23,0.24,0,2,20,22,23
"1104","15/02/2021",24,0.29,0,9,25,34,16
"1105","16/02/2021",1,0.32,1,20,30,50,10
"1106","16/02/2021",2,0.15,0,2,22,24,15
"1107","16/02/2021",3,0.14,0,5,23,28,14
"1108","16/02/2021",4,0.13,0,16,31,47,6
"1109","16/02/2021",5,0.3,1,58,36,94,3
"1110","16/02/2021",6,1.06,1,59,43,103,4
"1111","16/02/2021",7,0.93,1,84,46,130,2
"1112","16/02/2021",8,1.47,4,205,42,247,1
"1113","16/02/2021",9,1.17,2,95,41,136,5
"1114","16/02/2021",10,1.07,1,61,47,108,12
"1115","16/02/2021",11,0.73,0,17,30,48,29
"1116","16/02/2021",12,0.52,0,10,23,33,40
"1117","16/02/2021",13,0.41,0,6,19,25,51
"1118","16/02/2021",14,0.4,0,4,19,22,62
"1119","16/02/2021",15,0.24,0,5,11,16,55
"1120","16/02/2021",16,0.21,0,3,9,13,52
"1121","16/02/2021",17,0.2,0,2,8,10,48
