"","newCol","tsDataF.NO2"
"982","04/10/2021 19",22
"983","04/10/2021 20",18
"984","04/10/2021 21",14
"985","04/10/2021 22",17
"986","04/10/2021 23",19
"987","04/10/2021 24",13
"988","04/11/2021 04",39
"989","04/11/2021 05",37
"990","04/11/2021 06",42
"991","04/11/2021 07",35
"992","04/11/2021 08",32
"993","04/11/2021 09",28
"994","04/11/2021 10",40
"995","04/11/2021 11",42
"996","04/11/2021 12",37
"997","04/11/2021 13",27
"998","04/11/2021 14",31
"999","04/11/2021 15",23
"1000","04/11/2021 16",24
"1001","04/11/2021 17",27
"1002","04/11/2021 18",31
"1003","04/11/2021 19",30
"1004","04/11/2021 20",28
"1005","04/11/2021 21",35
"1006","04/11/2021 22",31
"1007","04/11/2021 23",29
"1008","04/11/2021 24",26
"1009","04/12/2021 04",36
"1010","04/12/2021 05",35
"1011","04/12/2021 06",31
"1012","04/12/2021 07",30
"1013","04/12/2021 08",33
"1014","04/12/2021 09",37
"1015","04/12/2021 10",38
"1016","04/12/2021 11",47
"1017","04/12/2021 12",41
"1018","04/12/2021 13",31
"1019","04/12/2021 14",30
"1020","04/12/2021 15",24
"1021","04/12/2021 16",17
"1022","04/12/2021 17",19
"1023","04/12/2021 18",35
"1024","04/12/2021 19",27
"1025","04/12/2021 20",27
"1026","04/12/2021 21",24
"1027","04/12/2021 22",19
"1028","04/12/2021 23",24
"1029","04/12/2021 24",28
"1030","05/01/2021 01",19
"1031","05/01/2021 02",17
"1032","05/01/2021 03",17
"1033","05/01/2021 04",40
"1034","05/01/2021 05",44
"1035","05/01/2021 06",41
"1036","05/01/2021 07",45
"1037","05/01/2021 08",48
"1038","05/01/2021 09",50
"1039","05/01/2021 10",51.5047978621496
"1040","05/01/2021 11",51.5047978621496
"1041","05/01/2021 12",51.5047978621496
"1042","05/01/2021 13",40
"1043","05/01/2021 14",24
"1044","05/01/2021 15",23
"1045","05/01/2021 16",26
"1046","05/01/2021 17",22
"1047","05/01/2021 18",23
"1048","05/01/2021 19",31
"1049","05/01/2021 20",39
"1050","05/01/2021 21",30
"1051","05/01/2021 22",25
"1052","05/01/2021 23",44
"1053","05/01/2021 24",47
"1054","05/02/2021 01",51.5047978621496
"1055","05/02/2021 02",45
"1056","05/02/2021 03",51.5047978621496
"1057","05/02/2021 04",51.5047978621496
"1058","05/02/2021 05",51.5047978621496
"1059","05/02/2021 06",51.5047978621496
"1060","05/02/2021 07",51.5047978621496
"1061","05/02/2021 08",51.5047978621496
"1062","05/02/2021 09",51.5047978621496
"1063","05/02/2021 10",51.5047978621496
"1064","05/02/2021 11",51.5047978621496
"1065","05/02/2021 12",51.5047978621496
"1066","05/02/2021 13",43
"1067","05/02/2021 14",26
"1068","05/02/2021 15",23
"1069","05/02/2021 16",21
"1070","05/02/2021 17",21
"1071","05/02/2021 18",23
"1072","05/02/2021 19",26
"1073","05/02/2021 20",31
"1074","05/02/2021 21",38
"1075","05/02/2021 22",12
"1076","05/02/2021 23",17
"1077","05/02/2021 24",29
"1078","05/03/2021 02",44
"1079","05/03/2021 03",35
"1080","05/03/2021 04",45
"1081","05/03/2021 05",50
"1082","05/03/2021 06",51.5047978621496
"1083","05/03/2021 07",51.5047978621496
"1084","05/03/2021 08",51.5047978621496
"1085","05/03/2021 09",49
"1086","05/03/2021 10",51.5047978621496
"1087","05/03/2021 11",51.5047978621496
"1088","05/03/2021 12",44
"1089","05/03/2021 13",25
"1090","05/03/2021 14",14
"1091","05/03/2021 15",12
"1092","05/03/2021 16",14
"1093","05/03/2021 17",15
"1094","05/03/2021 18",23
"1095","05/03/2021 19",34
"1096","05/03/2021 20",31
"1097","05/03/2021 21",31
"1098","05/03/2021 22",40
"1099","05/03/2021 23",30
"1100","05/03/2021 24",26
"1101","05/04/2021 01",22
"1102","05/04/2021 02",25
"1103","05/04/2021 03",22
"1104","05/04/2021 04",17
"1105","05/04/2021 05",26
"1106","05/04/2021 06",34
"1107","05/04/2021 07",35
"1108","05/04/2021 08",35
"1109","05/04/2021 09",46
"1110","05/04/2021 10",51
"1111","05/04/2021 11",47
"1112","05/04/2021 12",40
"1113","05/04/2021 13",22
"1114","05/04/2021 14",20
"1115","05/04/2021 15",17
"1116","05/04/2021 16",18
"1117","05/04/2021 17",14
"1118","05/04/2021 18",15
"1119","05/04/2021 19",14
"1120","05/04/2021 20",19
"1121","05/04/2021 21",24
"1122","05/04/2021 22",34
"1123","05/04/2021 23",48
"1124","05/04/2021 24",28
"1125","05/05/2021 01",14
"1126","05/05/2021 02",14
"1127","05/05/2021 03",20
"1128","05/05/2021 04",15
"1129","05/05/2021 05",18
"1130","05/05/2021 06",26
"1131","05/05/2021 07",25
"1132","05/05/2021 08",29
"1133","05/05/2021 09",22
"1134","05/05/2021 10",23
"1135","05/05/2021 11",25
"1136","05/05/2021 12",20
"1137","05/05/2021 13",16
"1138","05/05/2021 14",14
"1139","05/05/2021 15",19
"1140","05/05/2021 16",18
"1141","05/05/2021 17",21
"1142","05/05/2021 18",14
"1143","05/05/2021 19",10
"1144","05/05/2021 20",16
"1145","05/05/2021 21",22
"1146","05/05/2021 22",20
"1147","05/05/2021 23",20
"1148","05/05/2021 24",22
"1149","05/06/2021 01",30
"1150","05/06/2021 02",27
"1151","05/06/2021 03",21
"1152","05/06/2021 04",23
"1153","05/06/2021 05",24
"1154","05/06/2021 06",24
"1155","05/06/2021 07",25
"1156","05/06/2021 08",32
"1157","05/06/2021 09",37
"1158","05/06/2021 10",37
"1159","05/06/2021 11",34
"1160","05/06/2021 12",32
"1161","05/06/2021 13",19
"1162","05/06/2021 14",24
"1163","05/06/2021 15",23
"1164","05/06/2021 16",21
"1165","05/06/2021 17",33
"1166","05/06/2021 18",41
"1167","05/06/2021 19",42
"1168","05/06/2021 20",37
"1169","05/06/2021 21",33
"1170","05/06/2021 22",42
"1171","05/06/2021 23",36
"1172","05/06/2021 24",24
"1173","05/08/2021 01",13
"1174","05/08/2021 02",17
"1175","05/08/2021 03",23
"1176","05/08/2021 04",16
"1177","05/08/2021 05",22
"1178","05/08/2021 06",22
"1179","05/08/2021 07",22
"1180","05/08/2021 08",18
"1181","05/08/2021 09",18
"1182","05/08/2021 10",17
"1183","05/08/2021 11",19
"1184","05/08/2021 12",23
"1185","05/08/2021 13",22
"1186","05/08/2021 14",19
"1187","05/08/2021 15",19
"1188","05/08/2021 16",17
"1189","05/08/2021 17",19
"1190","05/08/2021 18",23
"1191","05/08/2021 19",23
"1192","05/08/2021 20",23
"1193","05/08/2021 21",18
"1194","05/08/2021 22",16
"1195","05/08/2021 23",14
"1196","05/08/2021 24",12
"1197","05/09/2021 01",12
"1198","05/09/2021 02",12
"1199","05/09/2021 03",13
"1200","05/09/2021 04",13
"1201","05/09/2021 05",15
"1202","05/09/2021 06",17
"1203","05/09/2021 07",15
"1204","05/09/2021 08",14
"1205","05/09/2021 09",18
"1206","05/09/2021 10",17
"1207","05/09/2021 11",15
"1208","05/09/2021 12",17
"1209","05/09/2021 13",15
"1210","05/09/2021 14",13
"1211","05/09/2021 15",9
"1212","05/09/2021 16",14
"1213","05/09/2021 17",17
"1214","05/09/2021 18",31
"1215","05/09/2021 19",22
"1216","05/09/2021 20",20
"1217","05/09/2021 21",17
"1218","05/09/2021 22",12
"1219","05/09/2021 23",15
"1220","05/09/2021 24",14
"1221","05/10/2021 04",19
"1222","05/10/2021 05",18
"1223","05/10/2021 06",22
"1224","05/10/2021 07",21
"1225","05/10/2021 08",21
"1226","05/10/2021 09",21
"1227","05/10/2021 10",20
"1228","05/10/2021 11",19
"1229","05/10/2021 12",16
"1230","05/10/2021 13",11
"1231","05/10/2021 14",11
"1232","05/10/2021 15",14
"1233","05/10/2021 16",16
"1234","05/10/2021 17",17
"1235","05/10/2021 18",17
"1236","05/10/2021 19",23
"1237","05/10/2021 20",26
"1238","05/10/2021 21",26
"1239","05/10/2021 22",21
"1240","05/10/2021 23",22
"1241","05/10/2021 24",20
"1242","05/11/2021 01",21
"1243","05/11/2021 02",21
"1244","05/11/2021 03",20
"1245","05/11/2021 04",18
"1246","05/11/2021 05",17
"1247","05/11/2021 06",19
"1248","05/11/2021 07",22
"1249","05/11/2021 08",23
"1250","05/11/2021 09",22
"1251","05/11/2021 10",42
"1252","05/11/2021 11",48
"1253","05/11/2021 12",46
"1254","05/11/2021 13",31
"1255","05/11/2021 14",30
"1256","05/11/2021 15",20
"1257","05/11/2021 16",20
"1258","05/11/2021 17",22
"1259","05/11/2021 18",37
"1260","05/11/2021 19",47
"1261","05/11/2021 20",44
"1262","05/11/2021 21",39
"1263","05/11/2021 22",39
"1264","05/11/2021 23",33
"1265","05/11/2021 24",29
"1266","05/12/2021 01",29
"1267","05/12/2021 02",28
"1268","05/12/2021 03",26
"1269","05/12/2021 04",26
"1270","05/12/2021 05",25
"1271","05/12/2021 06",24
"1272","05/12/2021 07",26
"1273","05/12/2021 08",27
"1274","05/12/2021 09",36
"1275","05/12/2021 10",43
"1276","05/12/2021 11",47
"1277","05/12/2021 12",48
"1278","05/12/2021 13",29
"1279","05/12/2021 14",21
"1280","05/12/2021 15",22
"1281","05/12/2021 16",21
"1282","05/12/2021 17",20
"1283","05/12/2021 18",15
"1284","05/12/2021 19",29
"1285","05/12/2021 20",31
"1286","05/12/2021 21",33
"1287","05/12/2021 22",51.5047978621496
"1288","05/12/2021 23",51.5047978621496
"1289","05/12/2021 24",51.5047978621496
"1290","06/01/2021 01",40
"1291","06/01/2021 02",39
"1292","06/01/2021 03",40
"1293","06/01/2021 04",42
"1294","06/01/2021 05",40
"1295","06/01/2021 06",42
"1296","06/01/2021 07",42
"1297","06/01/2021 08",42
"1298","06/01/2021 09",45
"1299","06/01/2021 10",51.5047978621496
"1300","06/01/2021 11",51.5047978621496
"1301","06/01/2021 12",40
"1302","06/01/2021 13",34
"1303","06/01/2021 14",34
"1304","06/01/2021 15",16
"1305","06/01/2021 16",10
"1306","06/01/2021 17",11
"1307","06/01/2021 18",19
"1308","06/01/2021 19",17
"1309","06/01/2021 20",17
"1310","06/01/2021 21",12
"1311","06/01/2021 22",15
"1312","06/01/2021 23",20
"1313","06/01/2021 24",28
"1314","06/02/2021 01",22
"1315","06/02/2021 02",29
"1316","06/02/2021 03",14
"1317","06/02/2021 04",26
"1318","06/02/2021 05",35
"1319","06/02/2021 06",17
"1320","06/02/2021 07",46
"1321","06/02/2021 08",51.5047978621496
"1322","06/02/2021 09",38
"1323","06/02/2021 10",42
"1324","06/02/2021 11",29
"1325","06/02/2021 12",20
"1326","06/02/2021 13",15
"1327","06/02/2021 14",7
"1328","06/02/2021 15",10
"1329","06/02/2021 16",11
"1330","06/02/2021 17",8
"1331","06/02/2021 18",10
"1332","06/02/2021 19",20
"1333","06/02/2021 20",23
"1334","06/02/2021 21",17
"1335","06/02/2021 22",41
"1336","06/02/2021 23",46
"1337","06/03/2021 01",25
"1338","06/03/2021 02",23
"1339","06/03/2021 03",17
"1340","06/03/2021 04",16
"1341","06/03/2021 05",17
"1342","06/03/2021 06",18
"1343","06/03/2021 07",21
"1344","06/03/2021 08",22
"1345","06/03/2021 09",22
"1346","06/03/2021 10",20
"1347","06/03/2021 11",18
"1348","06/03/2021 12",17
"1349","06/03/2021 13",18
"1350","06/03/2021 14",18
"1351","06/03/2021 15",23
"1352","06/03/2021 16",27
"1353","06/03/2021 17",32
"1354","06/03/2021 18",15
"1355","06/03/2021 19",16
"1356","06/03/2021 20",21
"1357","06/03/2021 21",31
"1358","06/03/2021 22",35
"1359","06/03/2021 23",22
"1360","06/03/2021 24",27
"1361","06/04/2021 01",14
"1362","06/04/2021 02",25
"1363","06/04/2021 03",37
"1364","06/04/2021 04",28
"1365","06/04/2021 05",41
"1366","06/04/2021 06",33
"1367","06/04/2021 07",37
"1368","06/04/2021 08",39
"1369","06/04/2021 09",32
"1370","06/04/2021 10",27
"1371","06/04/2021 11",23
"1372","06/04/2021 12",18
"1373","06/04/2021 13",17
"1374","06/04/2021 14",18
"1375","06/04/2021 15",24
"1376","06/04/2021 16",23
"1377","06/04/2021 17",26
"1378","06/04/2021 18",24
"1379","06/04/2021 19",9
"1380","06/04/2021 20",14
"1381","06/04/2021 21",13
"1382","06/04/2021 22",17
"1383","06/04/2021 23",15
"1384","06/04/2021 24",16
"1385","06/05/2021 01",29
"1386","06/05/2021 02",26
"1387","06/05/2021 03",23
"1388","06/05/2021 04",28
"1389","06/05/2021 05",30
"1390","06/05/2021 06",23
"1391","06/05/2021 07",25
"1392","06/05/2021 08",27
"1393","06/05/2021 09",25
"1394","06/05/2021 10",24
"1395","06/05/2021 11",24
"1396","06/05/2021 12",20
"1397","06/05/2021 13",14
"1398","06/05/2021 14",13
"1399","06/05/2021 15",12
"1400","06/05/2021 16",12
"1401","06/05/2021 17",13
"1402","06/05/2021 18",13
"1403","06/05/2021 19",14
"1404","06/05/2021 20",16
"1405","06/05/2021 21",18
"1406","06/05/2021 22",14
"1407","06/05/2021 23",19
"1408","06/05/2021 24",13
"1409","06/06/2021 01",29
"1410","06/06/2021 02",24
"1411","06/06/2021 03",26
"1412","06/06/2021 04",19
"1413","06/06/2021 05",15
"1414","06/06/2021 06",30
"1415","06/06/2021 07",31
"1416","06/06/2021 08",25
"1417","06/06/2021 09",31
"1418","06/06/2021 10",29
"1419","06/06/2021 11",21
"1420","06/06/2021 12",23
"1421","06/06/2021 13",20
"1422","06/06/2021 14",13
"1423","06/06/2021 15",12
"1424","06/06/2021 16",13
"1425","06/06/2021 17",12
"1426","06/06/2021 18",17
"1427","06/06/2021 19",18
"1428","06/06/2021 20",19
"1429","06/06/2021 21",24
"1430","06/06/2021 22",20
"1431","06/06/2021 23",33
"1432","06/08/2021 04",15
"1433","06/08/2021 05",14
"1434","06/08/2021 06",17
"1435","06/08/2021 07",23
"1436","06/08/2021 08",22
"1437","06/08/2021 09",18
"1438","06/08/2021 10",18
"1439","06/08/2021 11",19
"1440","06/08/2021 12",35
"1441","06/08/2021 13",31
"1442","06/08/2021 14",25
"1443","06/08/2021 15",21
"1444","06/08/2021 16",12
"1445","06/08/2021 17",11
"1446","06/08/2021 18",21
"1447","06/08/2021 19",19
"1448","06/08/2021 20",15
"1449","06/08/2021 21",15
"1450","06/08/2021 22",15
"1451","06/08/2021 23",17
"1452","06/08/2021 24",18
"1453","06/09/2021 01",13
"1454","06/09/2021 02",12
"1455","06/09/2021 03",13
"1456","06/09/2021 04",18
"1457","06/09/2021 05",20
"1458","06/09/2021 06",24
"1459","06/09/2021 07",30
"1460","06/09/2021 08",38
"1461","06/09/2021 09",33
"1462","06/09/2021 10",34
"1463","06/09/2021 11",35
"1464","06/09/2021 12",31
"1465","06/09/2021 13",21
"1466","06/09/2021 14",34
"1467","06/09/2021 15",28
"1468","06/09/2021 16",30
"1469","06/09/2021 17",31
"1470","06/09/2021 18",24
"1471","06/09/2021 19",33
"1472","06/09/2021 20",35
"1473","06/09/2021 21",26
"1474","06/09/2021 22",30
"1475","06/09/2021 23",27
"1476","06/09/2021 24",24
"1477","06/10/2021 01",19
"1478","06/10/2021 02",23
"1479","06/10/2021 03",20
"1480","06/10/2021 04",21
"1481","06/10/2021 05",17
"1482","06/10/2021 06",18
"1483","06/10/2021 07",24
"1484","06/10/2021 08",27
"1485","06/10/2021 09",29
"1486","06/10/2021 10",28
"1487","06/10/2021 11",26
"1488","06/10/2021 12",24
"1489","06/10/2021 13",22
"1490","06/10/2021 14",18
"1491","06/10/2021 15",18
"1492","06/10/2021 16",23
"1493","06/10/2021 17",22
"1494","06/10/2021 18",26
"1495","06/10/2021 19",29
"1496","06/10/2021 20",32
"1497","06/10/2021 21",22
"1498","06/10/2021 22",35
"1499","06/10/2021 23",26
"1500","06/10/2021 24",18
"1501","06/11/2021 01",38
"1502","06/11/2021 02",36
"1503","06/11/2021 03",31
"1504","06/11/2021 04",33
"1505","06/11/2021 05",34
"1506","06/11/2021 06",33
"1507","06/11/2021 07",30
"1508","06/11/2021 08",27
"1509","06/11/2021 09",32
"1510","06/11/2021 10",39
"1511","06/11/2021 11",25
"1512","06/11/2021 12",16
"1513","06/11/2021 13",19
"1514","06/11/2021 14",19
"1515","06/11/2021 15",15
"1516","06/11/2021 16",14
"1517","06/11/2021 17",19
"1518","06/11/2021 18",27
"1519","06/11/2021 19",27
"1520","06/11/2021 20",26
"1521","06/11/2021 21",20
"1522","06/11/2021 22",18
"1523","06/11/2021 23",16
"1524","06/11/2021 24",22
"1525","06/12/2021 01",50
"1526","06/12/2021 02",51.5047978621496
"1527","06/12/2021 03",48
"1528","06/12/2021 04",41
"1529","06/12/2021 05",40
"1530","06/12/2021 06",41
"1531","06/12/2021 07",41
"1532","06/12/2021 08",43
"1533","06/12/2021 09",51.5047978621496
"1534","06/12/2021 10",51.5047978621496
"1535","06/12/2021 11",41
"1536","06/12/2021 12",24
"1537","06/12/2021 13",27
"1538","06/12/2021 14",26
"1539","06/12/2021 15",29
"1540","06/12/2021 16",23
"1541","06/12/2021 17",27
"1542","06/12/2021 18",46
"1543","06/12/2021 19",51.5047978621496
"1544","06/12/2021 20",51.5047978621496
"1545","06/12/2021 21",51.5047978621496
"1546","06/12/2021 22",44
"1547","06/12/2021 23",37
"1548","06/12/2021 24",35
"1549","07/01/2021 01",34
"1550","07/01/2021 02",28
"1551","07/01/2021 03",37
"1552","07/01/2021 04",32
"1553","07/01/2021 05",17
"1554","07/01/2021 06",24
"1555","07/01/2021 07",26
"1556","07/01/2021 08",32
"1557","07/01/2021 09",31
"1558","07/01/2021 10",29
"1559","07/01/2021 11",32
"1560","07/01/2021 12",34
"1561","07/01/2021 13",33
"1562","07/01/2021 14",35
"1563","07/01/2021 15",37
"1564","07/01/2021 16",24
"1565","07/01/2021 17",25
"1566","07/01/2021 18",31
"1567","07/01/2021 19",31
"1568","07/01/2021 20",23
"1569","07/01/2021 21",30
"1570","07/01/2021 22",29
"1571","07/01/2021 23",29
"1572","07/02/2021 04",9
"1573","07/02/2021 05",11
"1574","07/02/2021 06",11
"1575","07/02/2021 07",18
"1576","07/02/2021 08",24
"1577","07/02/2021 09",20
"1578","07/02/2021 10",25
"1579","07/02/2021 11",30
"1580","07/02/2021 12",38
"1581","07/02/2021 13",28
"1582","07/02/2021 14",17
"1583","07/02/2021 15",10
"1584","07/02/2021 16",8
"1585","07/02/2021 17",7
"1586","07/02/2021 18",12
"1587","07/02/2021 19",19
"1588","07/02/2021 20",17
"1589","07/02/2021 21",28
"1590","07/02/2021 22",35
"1591","07/02/2021 23",44
"1592","07/02/2021 24",32
"1593","07/03/2021 01",30
"1594","07/03/2021 02",33
"1595","07/03/2021 03",24
"1596","07/03/2021 04",31
"1597","07/03/2021 05",27
"1598","07/03/2021 06",29
"1599","07/03/2021 07",30
"1600","07/03/2021 08",32
"1601","07/03/2021 09",35
"1602","07/03/2021 10",40
"1603","07/03/2021 11",38
"1604","07/03/2021 12",35
"1605","07/03/2021 13",21
"1606","07/03/2021 14",13
"1607","07/03/2021 15",11
"1608","07/03/2021 16",13
"1609","07/03/2021 17",13
"1610","07/03/2021 18",14
"1611","07/03/2021 19",9
"1612","07/03/2021 20",15
"1613","07/03/2021 21",27
"1614","07/03/2021 22",29
"1615","07/03/2021 23",36
"1616","07/03/2021 24",35
"1617","07/04/2021 01",14
"1618","07/04/2021 02",16
"1619","07/04/2021 03",20
"1620","07/04/2021 04",38
"1621","07/04/2021 05",36
"1622","07/04/2021 06",40
"1623","07/04/2021 07",45
"1624","07/04/2021 08",48
"1625","07/04/2021 09",51.5047978621496
"1626","07/04/2021 10",51.5047978621496
"1627","07/04/2021 11",51.5047978621496
"1628","07/04/2021 12",43
"1629","07/04/2021 13",21
"1630","07/04/2021 14",13
"1631","07/04/2021 15",12
"1632","07/04/2021 16",14
"1633","07/04/2021 17",15
"1634","07/04/2021 18",17
"1635","07/04/2021 19",25
"1636","07/04/2021 20",30
"1637","07/04/2021 21",35
"1638","07/04/2021 22",26
"1639","07/04/2021 23",29
"1640","07/04/2021 24",34
"1641","07/05/2021 01",13
"1642","07/05/2021 02",11
"1643","07/05/2021 03",15
"1644","07/05/2021 04",21
"1645","07/05/2021 05",24
"1646","07/05/2021 06",31
"1647","07/05/2021 07",37
"1648","07/05/2021 08",31
"1649","07/05/2021 09",17
"1650","07/05/2021 10",23
"1651","07/05/2021 11",18
"1652","07/05/2021 12",16
"1653","07/05/2021 13",13
"1654","07/05/2021 14",12
"1655","07/05/2021 15",14
"1656","07/05/2021 16",12
"1657","07/06/2021 04",32
"1658","07/06/2021 05",33
"1659","07/06/2021 06",40
"1660","07/06/2021 07",40
"1661","07/06/2021 08",44
"1662","07/06/2021 09",38
"1663","07/06/2021 10",35
"1664","07/06/2021 11",40
"1665","07/06/2021 12",23
"1666","07/06/2021 13",15
"1667","07/06/2021 14",11
"1668","07/06/2021 15",12
"1669","07/06/2021 16",12
"1670","07/06/2021 17",15
"1671","07/06/2021 18",15
"1672","07/06/2021 19",18
"1673","07/06/2021 20",19
"1674","07/06/2021 21",31
"1675","07/06/2021 22",41
"1676","07/06/2021 23",41
"1677","07/06/2021 24",28
"1678","07/08/2021 01",18
